order	domain	upid	taxid	organism	busco_C	cpd	protein_count	n_candidates	gene2acc_url
Basidiobolales	Eukaryota	UP000193498	1314790	Basidiobolus meristosporus CBS 931.73	97.4	Unknown	15513	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000193498/UP000193498_1314790.gene2acc.gz
Beloniformes	Eukaryota	UP000001038	8090	Oryzias latipes (Japanese rice fish) (Japanese killifish)	95.9	Unknown	36128	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001038/UP000001038_8090.gene2acc.gz
Bicosoecida	Eukaryota	UP000323011	33653	Cafeteria roenbergensis (Marine flagellate)	89.0	Unknown	8530	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000323011/UP000323011_33653.gene2acc.gz
Bivalvulida	Eukaryota	UP000031668	669202	Thelohanellus kitauei (Myxosporean)	25.4	Unknown	14792	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000031668/UP000031668_669202.gene2acc.gz
Blastocladiales	Eukaryota	UP000054350	578462	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)	86.9	Unknown	19092	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054350/UP000054350_578462.gene2acc.gz
Blattodea	Eukaryota	UP000027135	136037	Zootermopsis nevadensis (Dampwood termite)	94.0	Unknown	14539	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000027135/UP000027135_136037.gene2acc.gz
Blenniiformes	Eukaryota	UP000472267	181472	Salarias fasciatus (Jewelled blenny) (Blennius fasciatus)	92.9	Unknown	55738	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000472267/UP000472267_181472.gene2acc.gz
Boletales	Eukaryota	UP000092154	1314800	Rhizopogon vinicolor AM-OR11-026	98.7	Unknown	14447	22	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000092154/UP000092154_1314800.gene2acc.gz
Boraginales	Eukaryota	UP001454036	34254	Lithospermum erythrorhizon (Purple gromwell) (Lithospermum officinale var. erythrorhizon)	86.5	Unknown	44024	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001454036/UP001454036_34254.gene2acc.gz
Botryosphaeriales	Eukaryota	UP000183809	236234	Diplodia corticola	99.1	Unknown	10836	18	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000183809/UP000183809_236234.gene2acc.gz
Brassicales	Eukaryota	UP000006548	3702	Arabidopsis thaliana (Mouse-ear cress)	100.0	Standard	39273	24	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006548/UP000006548_3702.gene2acc.gz
Bryopsidales	Eukaryota	UP000708148	121088	Ostreobium quekettii	65.0	Unknown	10809	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000708148/UP000708148_121088.gene2acc.gz
Bucerotiformes	Eukaryota	UP000551127	153643	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	81.1	Unknown	14386	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000551127/UP000551127_153643.gene2acc.gz
Caliciales	Eukaryota	UP000664521	116794	Heterodermia speciosa	94.7	Unknown	10570	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000664521/UP000664521_116794.gene2acc.gz
Calosphaeriales	Eukaryota	UP001174694	41990	Pleurostoma richardsiae	98.4	Unknown	12539	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001174694/UP001174694_41990.gene2acc.gz
Camarodonta	Eukaryota	UP000007110	7668	Strongylocentrotus purpuratus (Purple sea urchin)	99.4	Unknown	34417	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007110/UP000007110_7668.gene2acc.gz
Cantharellales	Eukaryota	UP000027195	930990	Botryobasidium botryosum (strain FD-172 SS1)	97.6	Unknown	16484	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000027195/UP000027195_930990.gene2acc.gz
Capnodiales	Eukaryota	UP000799441	1314669	Polychaeton citri CBS 116435	91.1	Unknown	10579	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000799441/UP000799441_1314669.gene2acc.gz
Caprimulgiformes	Eukaryota	UP000568556	118183	Chordeiles acutipennis (Lesser nighthawk) (Caprimulgus acutipennis)	79.0	Unknown	14023	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000568556/UP000568556_118183.gene2acc.gz
Carangiformes	Eukaryota	UP000261420	41447	Seriola dumerili (Greater amberjack) (Caranx dumerili)	97.4	Unknown	32409	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000261420/UP000261420_41447.gene2acc.gz
Carcharhiniformes	Eukaryota	UP000288216	75743	Scyliorhinus torazame (Cloudy catshark) (Catulus torazame)	77.4	Unknown	27602	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000288216/UP000288216_75743.gene2acc.gz
Cariamiformes	Eukaryota	UP000541181	1352770	Chunga burmeisteri (Black-legged seriema)	80.4	Unknown	14396	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000541181/UP000541181_1352770.gene2acc.gz
Carnivora	Eukaryota	UP001165780	9691	Panthera pardus (Leopard) (Felis pardus)	99.5	Unknown	45253	26	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001165780/UP001165780_9691.gene2acc.gz
Caryophyllales	Eukaryota	UP000813463	3562	Spinacia oleracea (Spinach)	98.0	Unknown	34300	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000813463/UP000813463_3562.gene2acc.gz
Casuariiformes	Eukaryota	UP000694423	8790	Dromaius novaehollandiae (Emu)	95.1	Unknown	26023	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694423/UP000694423_8790.gene2acc.gz
Caudata	Eukaryota	UP001066276	8319	Pleurodeles waltl (Iberian ribbed newt)	89.6	Unknown	137737	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001066276/UP001066276_8319.gene2acc.gz
Caulochytriales	Eukaryota	UP000274922	1555241	Caulochytrium protostelioides	67.7	Unknown	6161	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000274922/UP000274922_1555241.gene2acc.gz
Cavosteliida	Eukaryota	UP000241769	1890364	Planoprotostelium fungivorum	94.5	Unknown	16856	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000241769/UP000241769_1890364.gene2acc.gz
Celastrales	Eukaryota	UP000593562	458696	Tripterygium wilfordii (Thunder God vine)	91.2	Unknown	27709	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000593562/UP000593562_458696.gene2acc.gz
Centrarchiformes	Eukaryota	UP000831701	214431	Scortum barcoo (barcoo grunter)	86.1	Unknown	26905	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000831701/UP000831701_214431.gene2acc.gz
Cephalothecales	Eukaryota	UP001244011	1093897	Phialemonium atrogriseum	96.9	Unknown	11399	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001244011/UP001244011_1093897.gene2acc.gz
Ceraceosorales	Eukaryota	UP000245783	1522189	Ceraceosorus guamensis	93.8	Unknown	7822	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245783/UP000245783_1522189.gene2acc.gz
Chaetocerotales	Eukaryota	UP001054902	426638	Chaetoceros tenuissimus	95.0	Unknown	18458	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001054902/UP001054902_426638.gene2acc.gz
Chaetothyriales	Eukaryota	UP000053411	1442371	Fonsecaea multimorphosa CBS 102226	99.5	Unknown	12368	32	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053411/UP000053411_1442371.gene2acc.gz
Characiformes	Eukaryota	UP001501920	42514	Pygocentrus nattereri (Red-bellied piranha)	97.8	Unknown	72717	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001501920/UP001501920_42514.gene2acc.gz
Charadriiformes	Eukaryota	UP000694419	425635	Calidris pygmaea (Spoon-billed sandpiper)	93.9	Unknown	26111	26	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694419/UP000694419_425635.gene2acc.gz
Charales	Eukaryota	UP000265515	69332	Chara braunii (Braun's stonewort)	72.2	Unknown	35576	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000265515/UP000265515_69332.gene2acc.gz
Cheilostomatida	Eukaryota	UP000593567	10212	Bugula neritina (Brown bryozoan) (Sertularia neritina)	76.2	Unknown	25017	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000593567/UP000593567_10212.gene2acc.gz
Chimaeriformes	Eukaryota	UP000314986	7868	Callorhinchus milii (Ghost shark)	90.1	Close to standard (high value)	49246	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000314986/UP000314986_7868.gene2acc.gz
Chiroptera	Eukaryota	UP000504628	89673	Phyllostomus discolor (pale spear-nosed bat)	98.5	Unknown	38708	14	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504628/UP000504628_89673.gene2acc.gz
Chlamydomonadales	Eukaryota	UP000006906	3055	Chlamydomonas reinhardtii (Chlamydomonas smithii)	98.9	Unknown	18828	15	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000006906/UP000006906_3055.gene2acc.gz
Chlorellales	Eukaryota	UP001701531	2728915	Micractinium tetrahymenae	99.2	Unknown	13968	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001701531/UP001701531_2728915.gene2acc.gz
Chloropicales	Eukaryota	UP000316726	1764295	Chloropicon primus	91.4	Unknown	8712	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000316726/UP000316726_1764295.gene2acc.gz
Chytridiales	Eukaryota	UP000320333	246404	Chytriomyces confervae	83.6	Unknown	10661	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000320333/UP000320333_246404.gene2acc.gz
Cichliformes	Eukaryota	UP000472276	47969	Oreochromis aureus (Israeli tilapia) (Chromis aureus)	98.1	Unknown	47152	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000472276/UP000472276_47969.gene2acc.gz
Ciconiiformes	Eukaryota	UP001333110	33587	Mycteria americana (Wood stork)	89.2	Unknown	27343	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001333110/UP001333110_33587.gene2acc.gz
Cladosporiales	Eukaryota	UP000803884	1052096	Cladosporium halotolerans	98.3	Unknown	9709	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000803884/UP000803884_1052096.gene2acc.gz
Clupeiformes	Eukaryota	UP000515152	7950	Clupea harengus (Atlantic herring)	97.6	Unknown	40751	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515152/UP000515152_7950.gene2acc.gz
Coelacanthiformes	Eukaryota	UP000008672	7897	Latimeria chalumnae (Coelacanth)	89.1	Unknown	23431	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000008672/UP000008672_7897.gene2acc.gz
Coleoptera	Eukaryota	UP000695000	110193	Nicrophorus vespilloides (Boreal carrion beetle)	99.4	Unknown	17606	32	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000695000/UP000695000_110193.gene2acc.gz
Coliiformes	Eukaryota	UP000654395	458196	Urocolius indicus (Red-faced mousebird) (Colius indicus)	75.8	Unknown	14054	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000654395/UP000654395_458196.gene2acc.gz
Columbiformes	Eukaryota	UP000053872	8932	Columba livia (Rock dove)	93.3	Unknown	17309	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053872/UP000053872_8932.gene2acc.gz
Coniochaetales	Eukaryota	UP001174691	91930	Coniochaeta hoffmannii	98.2	Unknown	10381	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001174691/UP001174691_91930.gene2acc.gz
Copelata	Eukaryota	UP001158576	34765	Oikopleura dioica (Tunicate)	66.8	Unknown	18603	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001158576/UP001158576_34765.gene2acc.gz
Coraciiformes	Eukaryota	UP000648918	342381	Halcyon senegalensis	80.1	Unknown	14252	8	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000648918/UP000648918_342381.gene2acc.gz
Cornales	Eukaryota	UP000325577	561372	Nyssa sinensis	86.9	Unknown	36198	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000325577/UP000325577_561372.gene2acc.gz
Corticiales	Eukaryota	UP000054196	741275	Punctularia strigosozonata (strain HHB-11173) (White-rot fungus)	10.2	Unknown	2093	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000054196/UP000054196_741275.gene2acc.gz
Craspedida	Eukaryota	UP000007799	946362	Salpingoeca rosetta (Choanoflagellate)	83.1	Unknown	11698	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007799/UP000007799_946362.gene2acc.gz
Crocodylia	Eukaryota	UP000189705	38654	Alligator sinensis (Chinese alligator)	97.8	Unknown	34855	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000189705/UP000189705_38654.gene2acc.gz
Cuculiformes	Eukaryota	UP000053760	55661	Cuculus canorus (Common cuckoo)	82.2	Unknown	13582	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000053760/UP000053760_55661.gene2acc.gz
Cucurbitales	Eukaryota	UP000504609	3662	Cucurbita moschata (Winter crookneck squash) (Cucurbita pepo var. moschata)	98.5	Unknown	35465	7	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504609/UP000504609_3662.gene2acc.gz
Cupressales	Eukaryota	UP000824469	29808	Taxus chinensis (Chinese yew) (Taxus wallichiana var. chinensis)	50.6	Unknown	44066	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000824469/UP000824469_29808.gene2acc.gz
Cyanidiales	Eukaryota	UP000007014	280699	Cyanidioschyzon merolae (strain NIES-3377 / 10D) (Unicellular red alga)	72.5	Unknown	5029	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007014/UP000007014_280699.gene2acc.gz
Cyclophyllidea	Eukaryota	UP000017246	6211	Echinococcus multilocularis (Fox tapeworm)	72.6	Unknown	10472	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000017246/UP000017246_6211.gene2acc.gz
Cypriniformes	Eukaryota	UP000515129	7957	Carassius auratus (Goldfish)	99.3	Unknown	82896	21	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515129/UP000515129_7957.gene2acc.gz
Cyprinodontiformes	Eukaryota	UP000192220	52670	Austrofundulus limnaeus (Annual killifish)	95.5	Unknown	32322	20	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000192220/UP000192220_52670.gene2acc.gz
Dacrymycetales	Eukaryota	UP000076738	1330018	Calocera viscosa (strain TUFC12733)	98.0	Unknown	12323	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000076738/UP000076738_1330018.gene2acc.gz
Dactylogyridea	Eukaryota	UP001626550	1844966	Cichlidogyrus casuarinus	54.8	Unknown	14453	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001626550/UP001626550_1844966.gene2acc.gz
Dasyuromorphia	Eukaryota	UP000007648	9305	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	91.1	Unknown	36299	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000007648/UP000007648_9305.gene2acc.gz
Decapoda	Eukaryota	UP001292094	1843537	Petrolisthes manimaculis	95.2	Unknown	41106	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001292094/UP001292094_1843537.gene2acc.gz
Dermoptera	Eukaryota	UP000694923	482537	Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus)	90.3	Unknown	29842	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000694923/UP000694923_482537.gene2acc.gz
Diaporthales	Eukaryota	UP000094444	158607	Diaporthe helianthi	98.5	Unknown	13137	14	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000094444/UP000094444_158607.gene2acc.gz
Dictyosteliales	Eukaryota	UP000695562	133409	Polysphondylium violaceum	94.5	Unknown	10615	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000695562/UP000695562_133409.gene2acc.gz
Didelphimorphia	Eukaryota	UP000002280	13616	Monodelphis domestica (Gray short-tailed opossum)	87.4	Unknown	36220	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002280/UP000002280_13616.gene2acc.gz
Dilleniales	Eukaryota	UP001370490	194707	Dillenia turbinata	92.8	Standard	36788	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001370490/UP001370490_194707.gene2acc.gz
Dimargaritales	Eukaryota	UP001150569	78921	Tieghemiomyces parasiticus	88.8	Unknown	11924	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001150569/UP001150569_78921.gene2acc.gz
Dioctophymatida	Eukaryota	UP000270296	241478	Soboliphyme baturini	35.4	Unknown	13153	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000270296/UP000270296_241478.gene2acc.gz
Dioscoreales	Eukaryota	UP001515500	55577	Dioscorea cayennensis subsp. rotundata (White Guinea yam) (Dioscorea rotundata)	92.7	Unknown	29250	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001515500/UP001515500_55577.gene2acc.gz
Diphyllobothriidea	Eukaryota	UP000275846	70667	Schistocephalus solidus (Tapeworm)	60.1	Unknown	20172	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000275846/UP000275846_70667.gene2acc.gz
Diplomonadida	Eukaryota	UP001642409	28002	Hexamita inflata	25.1	Unknown	67101	4	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001642409/UP001642409_28002.gene2acc.gz
Diplostraca	Eukaryota	UP000820818	1820382	Daphnia sinensis	97.2	Unknown	16523	5	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000820818/UP000820818_1820382.gene2acc.gz
Dipodascales	Eukaryota	UP000242525	1173061	Geotrichum candidum (Oospora lactis) (Dipodascus geotrichum)	95.1	Unknown	6774	9	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000242525/UP000242525_1173061.gene2acc.gz
Diprotodontia	Eukaryota	UP000515140	38626	Phascolarctos cinereus (Koala)	98.1	Unknown	37507	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000515140/UP000515140_38626.gene2acc.gz
Diptera	Eukaryota	UP000000803	7227	Drosophila melanogaster (Fruit fly)	100.0	Close to standard (high value)	21953	69	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000000803/UP000000803_7227.gene2acc.gz
Diversisporales	Eukaryota	UP000439903	4874	Gigaspora margarita	92.5	Unknown	29434	14	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000439903/UP000439903_4874.gene2acc.gz
Dothideales	Eukaryota	UP000030706	1043002	Aureobasidium pullulans EXF-150	99.0	Unknown	11844	11	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000030706/UP000030706_1043002.gene2acc.gz
Ectocarpales	Eukaryota	UP000002630	2880	Ectocarpus siliculosus (Brown alga) (Conferva siliculosa)	97.0	Close to standard (high value)	16188	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000002630/UP000002630_2880.gene2acc.gz
Elopiformes	Eukaryota	UP001046870	7932	Megalops atlanticus (Tarpon) (Clupea gigantea)	89.3	Unknown	23830	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001046870/UP001046870_7932.gene2acc.gz
Endogonales	Eukaryota	UP000242875	1938954	Bifiguratus adelaidae	62.9	Unknown	5718	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000242875/UP000242875_1938954.gene2acc.gz
Entomobryomorpha	Eukaryota	UP001642540	48710	Orchesella dallaii	96.8	Unknown	33789	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001642540/UP001642540_48710.gene2acc.gz
Entomophthorales	Eukaryota	UP001165960	34485	Entomophthora muscae	81.3	Unknown	42657	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001165960/UP001165960_34485.gene2acc.gz
Entylomatales	Eukaryota	UP000245946	58919	Tilletiopsis washingtonensis	90.7	Unknown	7007	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000245946/UP000245946_58919.gene2acc.gz
Ephemeroptera	Eukaryota	UP000494165	197152	Cloeon dipterum	96.0	Close to standard (high value)	29886	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000494165/UP000494165_197152.gene2acc.gz
Eremomycetales	Eukaryota	UP000504638	1392243	Eremomyces bilateralis CBS 781.70	87.5	Unknown	9854	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000504638/UP000504638_1392243.gene2acc.gz
Ericales	Eukaryota	UP000241394	1590841	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	93.8	Unknown	32913	10	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000241394/UP000241394_1590841.gene2acc.gz
Erysiphales	Eukaryota	UP000015441	546991	Blumeria graminis f. sp. hordei (strain DH14) (Barley powdery mildew) (Oidium monilioides f. sp. hordei)	94.7	Unknown	6486	6	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000015441/UP000015441_546991.gene2acc.gz
Escalloniales	Eukaryota	UP001188597	1293975	Escallonia herrerae	88.9	Unknown	47165	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001188597/UP001188597_1293975.gene2acc.gz
Esociformes	Eukaryota	UP000265140	8010	Esox lucius (Northern pike)	98.0	Unknown	74441	3	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000265140/UP000265140_8010.gene2acc.gz
Eubodonida	Eukaryota	UP000051952	75058	Bodo saltans (Flagellated protozoan)	88.5	Unknown	18124	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000051952/UP000051952_75058.gene2acc.gz
Eucoccidiorida	Eukaryota	UP000001529	508771	Toxoplasma gondii (strain ATCC 50611 / Me49)	100.0	Close to standard (high value)	8315	23	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000001529/UP000001529_508771.gene2acc.gz
Euglyphida	Eukaryota	UP000503178	1928728	Paulinella micropora	2.0	Unknown	897	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000503178/UP000503178_1928728.gene2acc.gz
Eugregarinorida	Eukaryota	UP000019763	110365	Gregarina niphandrodes (Septate eugregarine)	83.0	Unknown	6341	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP000019763/UP000019763_110365.gene2acc.gz
Eulipotyphla	Eukaryota	UP001652624	9365	Erinaceus europaeus (Western European hedgehog)	96.7	Unknown	43155	2	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001652624/UP001652624_9365.gene2acc.gz
Euphausiacea	Eukaryota	UP001497623	48144	Meganyctiphanes norvegica (Northern krill) (Thysanopoda norvegica)	84.9	Unknown	41975	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001497623/UP001497623_48144.gene2acc.gz
Euplotida	Eukaryota	UP001295684	5936	Euplotes crassus	91.2	Unknown	28993	1	https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Eukaryota/UP001295684/UP001295684_5936.gene2acc.gz
